Shipment_ID,Date,Origin_Port,Destination_Port,Transport_Mode,Product_Category,Distance_km,Weight_MT,Fuel_Price_Index,Geopolitical_Risk_Score,Weather_Condition,Carrier_Reliability_Score,Lead_Time_Days,Disruption_Occurred,Route,Year,Quarter,Month,Month_Name,Day_of_Week,Weather_Severity,Risk_Category,Reliability_Level,Fuel_Cost_Bucket,Shipment_Size,Distance_Category,Expected_Lead_Time_Days,Delay_Days,Delay_Percentage,Delay_Status,SLA_Met,Estimated_Cost_USD,Cost_Per_KM,Cost_Per_Tonne,Carbon_Emission_kg,Emission_Per_Tonne_KM,Risk_Index,Priority_Level,Chokepoint_Route,Route_Disruption_Rate
SC-13954,2025-10-13,Los Angeles,Hamburg,Rail,Textiles,3856.39,170.26,4.38,2.6,Fog,0.754,4.44,0,Los Angeles -> Hamburg,2025,Q4,10,Oct,Monday,2,Low,Good,High,Medium,Medium-Haul,11.54,-7.1,-61.5,On Time,Yes,5665.05,1.47,33.27,14445.0,22,29.8,Low,No,52.5
SC-13955,2025-12-11,Los Angeles,Rotterdam,Air,Electronics,13091.94,162.02,3.53,9.0,Clear,0.751,0.76,0,Los Angeles -> Rotterdam,2025,Q4,12,Dec,Thursday,1,High,Good,High,Light,Long-Haul,0.93,-0.17,-18.3,On Time,Yes,129146.59,9.86,797.1,1060578.1,500,49.5,Medium,No,53.9
SC-13956,2024-01-10,Antwerp,Dubai,Air,Electronics,13933.73,322.81,1.46,4.3,Hurricane,0.805,7.6,1,Antwerp -> Dubai,2024,Q1,1,Jan,Wednesday,5,Medium,Good,Low,Medium,Long-Haul,0.93,6.67,717.2,Major Delay,No,231959.15,16.65,718.56,2248973.7,500,53.0,Medium,No,60.0
SC-13957,2024-12-09,Dubai,Busan,Rail,Automotive,6584.6,425.89,2.53,8.1,Fog,0.593,9.39,1,Dubai -> Busan,2024,Q4,12,Dec,Monday,2,High,Poor,Medium,Heavy,Medium-Haul,11.54,-2.15,-18.6,On Time,Yes,21082.84,3.2,49.5,61694.9,22,56.6,Medium,No,58.5
SC-13958,2024-01-02,Dubai,Los Angeles,Sea,Textiles,1234.03,304.99,3.33,3.9,Fog,0.828,3.52,1,Dubai -> Los Angeles,2024,Q1,1,Jan,Tuesday,2,Medium,Good,Medium,Medium,Short-Haul,21.79,-18.27,-83.8,On Time,Yes,1254.24,1.02,4.11,3010.9,8,32.8,Low,No,58.2
SC-13959,2025-11-04,Antwerp,Singapore,Rail,Automotive,1071.18,426.73,2.36,8.5,Storm,0.728,3.73,1,Antwerp -> Singapore,2025,Q4,11,Nov,Tuesday,4,High,Good,Medium,Heavy,Short-Haul,11.54,-7.81,-67.7,On Time,Yes,3389.89,3.16,7.94,10056.3,22,66.2,High,No,64.6
SC-13960,2025-01-20,Los Angeles,Antwerp,Air,Textiles,8822.27,133.03,2.1,6.4,Fog,0.81,1.19,1,Los Angeles -> Antwerp,2025,Q1,1,Jan,Monday,2,Medium,Good,Low,Light,Medium-Haul,0.93,0.26,28.0,Minor Delay,No,63903.97,7.24,480.37,586813.3,500,43.3,Medium,No,58.8
SC-13961,2024-11-10,Singapore,Antwerp,Road,Automotive,6196.98,260.23,3.11,1.4,Rain,0.62,4.11,0,Singapore -> Antwerp,2024,Q4,11,Nov,Sunday,3,Low,Poor,Medium,Medium,Medium-Haul,9.3,-5.19,-55.8,On Time,Yes,25370.05,4.09,97.49,99983.7,62,35.0,Medium,No,68.1
SC-13962,2024-04-16,Los Angeles,Rotterdam,Sea,Pharmaceuticals,915.46,225.82,4.28,6.5,Fog,0.717,2.54,0,Los Angeles -> Rotterdam,2024,Q2,4,Apr,Tuesday,2,Medium,Good,High,Medium,Short-Haul,21.79,-19.25,-88.3,On Time,Yes,738.02,0.81,3.27,1653.8,8,46.5,Medium,Yes,53.9
SC-13963,2024-07-29,Hamburg,Marseille,Rail,Automotive,8957.16,6.81,1.32,1.9,Rain,0.605,8.08,0,Hamburg -> Marseille,2024,Q3,7,Jul,Monday,3,Low,Poor,Low,Light,Medium-Haul,11.54,-3.46,-30.0,On Time,Yes,414.3,0.05,60.84,1342.0,22,37.4,Medium,No,57.1
SC-13964,2025-06-26,Rotterdam,Shanghai,Sea,Electronics,663.89,278.85,3.74,4.1,Clear,0.938,0.86,0,Rotterdam -> Shanghai,2025,Q2,6,Jun,Thursday,1,Medium,Excellent,High,Medium,Short-Haul,21.79,-20.93,-96.1,On Time,Yes,635.91,0.96,2.28,1481.0,8,24.3,Low,Yes,55.7
SC-13965,2024-08-31,Dubai,Los Angeles,Rail,Electronics,11916.89,331.1,3.59,1.7,Storm,0.744,27.01,1,Dubai -> Los Angeles,2024,Q3,8,Aug,Saturday,4,Low,Good,High,Heavy,Long-Haul,11.54,15.47,134.1,Major Delay,No,32173.09,2.7,97.17,86805.0,22,38.5,Medium,No,58.2
SC-13966,2025-03-05,Los Angeles,Rotterdam,Air,Electronics,4943.28,296.37,4.38,0.2,Rain,0.612,0.7,0,Los Angeles -> Rotterdam,2025,Q1,3,Mar,Wednesday,3,Low,Poor,High,Medium,Medium-Haul,0.93,-0.23,-24.7,On Time,Yes,94802.73,19.18,319.88,732519.9,500,30.4,Low,No,53.9
SC-13967,2025-05-18,Singapore,Los Angeles,Air,Pharmaceuticals,1083.74,368.4,4.27,2.1,Fog,0.521,0.5,0,Singapore -> Los Angeles,2025,Q2,5,May,Sunday,2,Low,Poor,High,Heavy,Short-Haul,0.93,-0.43,-46.2,On Time,Yes,25637.83,23.66,69.59,199624.9,500,34.8,Medium,No,61.5
SC-13968,2024-03-02,Hamburg,Dubai,Air,Perishables,9031.11,286.1,3.72,5.4,Storm,0.838,1.7,0,Hamburg -> Dubai,2024,Q1,3,Mar,Saturday,4,Medium,Good,High,Medium,Long-Haul,0.93,0.77,82.8,Major Delay,No,159523.85,17.66,557.58,1291900.3,500,50.5,Medium,No,57.6
SC-13969,2024-05-25,Rotterdam,Busan,Road,Perishables,6266.42,34.31,2.92,4.8,Hurricane,0.607,36.9,1,Rotterdam -> Busan,2024,Q2,5,May,Saturday,5,Medium,Poor,Medium,Light,Medium-Haul,9.3,27.6,296.8,Major Delay,No,3333.37,0.53,97.15,13330.1,62,61.0,High,No,68.6
SC-13970,2025-12-29,Busan,Singapore,Sea,Pharmaceuticals,14620.11,59.11,1.87,5.0,Hurricane,0.995,203.76,1,Busan -> Singapore,2025,Q4,12,Dec,Monday,5,Medium,Excellent,Low,Light,Long-Haul,21.79,181.97,835.1,Major Delay,No,2564.5,0.18,43.39,6913.6,8,50.2,Medium,No,58.4
SC-13971,2024-10-13,Los Angeles,Busan,Rail,Pharmaceuticals,8390.88,298.64,3.0,2.5,Clear,0.767,6.42,0,Los Angeles -> Busan,2024,Q4,10,Oct,Sunday,1,Low,Good,Medium,Medium,Medium-Haul,11.54,-5.12,-44.4,On Time,Yes,19545.65,2.33,65.45,55128.8,22,23.0,Low,No,62.1
SC-13972,2024-04-05,Shanghai,Marseille,Rail,Pharmaceuticals,4490.97,138.21,3.73,6.9,Clear,0.644,3.57,1,Shanghai -> Marseille,2024,Q2,4,Apr,Friday,1,High,Poor,High,Light,Medium-Haul,11.54,-7.97,-69.1,On Time,Yes,5113.3,1.14,37.0,13655.3,22,44.3,Medium,No,66.2
SC-13973,2024-02-14,Busan,Los Angeles,Rail,Textiles,10786.86,40.74,4.16,7.0,Hurricane,0.829,80.24,1,Busan -> Los Angeles,2024,Q1,2,Feb,Wednesday,5,High,Good,High,Light,Long-Haul,11.54,68.7,595.3,Major Delay,No,3733.62,0.35,91.65,9668.0,22,63.1,High,No,48.3
SC-13974,2024-08-25,Shanghai,Hamburg,Air,Textiles,4436.63,215.37,3.81,3.6,Rain,0.638,0.51,0,Shanghai -> Hamburg,2024,Q3,8,Aug,Sunday,3,Medium,Poor,High,Medium,Medium-Haul,0.93,-0.42,-45.2,On Time,Yes,59380.6,13.38,275.71,477758.5,500,43.3,Medium,No,63.2
SC-13975,2025-06-16,Rotterdam,Marseille,Sea,Automotive,13611.53,277.61,1.84,8.8,Hurricane,0.91,217.49,1,Rotterdam -> Marseille,2025,Q2,6,Jun,Monday,5,High,Excellent,Low,Medium,Long-Haul,21.79,195.7,898.1,Major Delay,No,11184.94,0.82,40.29,30229.6,8,67.9,High,No,75.0
SC-13976,2025-02-26,Antwerp,Rotterdam,Road,Perishables,5933.47,165.04,3.18,6.4,Storm,0.654,14.34,1,Antwerp -> Rotterdam,2025,Q1,2,Feb,Wednesday,4,Medium,Good,Medium,Medium,Medium-Haul,9.3,5.04,54.2,Major Delay,No,15487.97,2.61,93.84,60714.1,62,60.0,High,No,55.7
SC-13977,2025-12-18,Dubai,Marseille,Road,Automotive,8473.09,360.5,2.3,7.1,Fog,0.994,9.6,1,Dubai -> Marseille,2025,Q4,12,Dec,Thursday,2,High,Excellent,Low,Heavy,Medium-Haul,9.3,0.3,3.2,On Time,Yes,45085.14,5.32,125.06,189382.0,62,40.6,Medium,No,59.5
SC-13978,2025-01-16,Busan,Singapore,Air,Pharmaceuticals,1233.31,322.24,1.23,2.8,Fog,0.803,0.5,0,Busan -> Singapore,2025,Q1,1,Jan,Thursday,2,Low,Good,Low,Medium,Short-Haul,0.93,-0.43,-46.2,On Time,Yes,20083.71,16.28,62.33,198710.9,500,29.1,Medium,No,58.4
SC-13979,2025-04-14,Busan,Shanghai,Road,Pharmaceuticals,6678.76,167.08,1.86,0.0,Rain,0.922,4.11,0,Busan -> Shanghai,2025,Q2,4,Apr,Monday,3,Low,Excellent,Low,Medium,Medium-Haul,9.3,-5.19,-55.8,On Time,Yes,15881.31,2.38,95.05,69185.0,62,20.3,Low,No,68.1
SC-13980,2024-03-27,Rotterdam,Shanghai,Air,Automotive,12569.27,377.68,1.57,8.7,Hurricane,0.536,7.72,1,Rotterdam -> Shanghai,2024,Q1,3,Mar,Wednesday,5,High,Poor,Low,Heavy,Long-Haul,0.93,6.79,730.1,Major Delay,No,247160.98,19.66,654.42,2373580.9,500,78.7,High,No,55.7
SC-13981,2025-08-17,Dubai,Antwerp,Sea,Perishables,12181.91,324.7,3.98,8.2,Storm,0.674,71.95,0,Dubai -> Antwerp,2025,Q3,8,Aug,Sunday,4,High,Good,High,Heavy,Long-Haul,21.79,50.16,230.2,Major Delay,No,13824.35,1.13,42.58,31643.7,8,66.6,High,Yes,61.8
SC-13982,2024-04-07,Dubai,Singapore,Sea,Perishables,3752.62,319.09,2.05,1.2,Clear,0.869,5.7,0,Dubai -> Singapore,2024,Q2,4,Apr,Sunday,1,Low,Excellent,Low,Medium,Medium-Haul,21.79,-16.09,-73.8,On Time,Yes,3607.24,0.96,11.3,9579.4,8,14.7,Low,No,65.4
SC-13983,2025-06-01,Busan,Rotterdam,Sea,Textiles,3778.15,277.16,2.14,3.7,Rain,0.828,6.93,0,Busan -> Rotterdam,2025,Q2,6,Jun,Sunday,3,Medium,Good,Low,Medium,Medium-Haul,21.79,-14.86,-68.2,On Time,Yes,3178.11,0.84,11.47,8377.2,8,38.0,Medium,Yes,58.7
SC-13984,2024-05-16,Busan,Dubai,Sea,Perishables,12350.93,6.68,4.37,6.6,Clear,0.597,22.45,0,Busan -> Dubai,2024,Q2,5,May,Thursday,1,Medium,Poor,High,Light,Long-Haul,21.79,0.66,3.0,On Time,Yes,296.4,0.02,44.37,660.0,8,44.5,Medium,No,57.7
SC-13985,2025-10-14,Busan,Dubai,Road,Electronics,13990.78,348.56,2.45,6.5,Storm,0.678,33.25,1,Busan -> Dubai,2025,Q4,10,Oct,Tuesday,4,Medium,Good,Medium,Heavy,Long-Haul,9.3,23.95,257.5,Major Delay,No,72856.8,5.21,209.02,302350.8,62,59.7,Medium,No,57.7
SC-13986,2025-02-07,Hamburg,Singapore,Rail,Textiles,1882.73,188.64,1.23,8.6,Storm,0.632,4.77,1,Hamburg -> Singapore,2025,Q1,2,Feb,Friday,4,High,Poor,Low,Medium,Short-Haul,11.54,-6.77,-58.7,On Time,Yes,2393.06,1.27,12.69,7813.5,22,69.4,High,No,56.6
SC-13987,2024-03-17,Antwerp,Rotterdam,Air,Textiles,7025.85,471.36,2.14,1.4,Rain,0.807,0.5,0,Antwerp -> Rotterdam,2024,Q1,3,Mar,Sunday,3,Low,Good,Low,Heavy,Medium-Haul,0.93,-0.43,-46.2,On Time,Yes,180918.43,25.75,383.82,1655852.3,500,29.4,Low,No,55.7
SC-13988,2025-08-29,Singapore,Shanghai,Air,Textiles,5393.09,409.17,1.59,4.3,Hurricane,0.672,3.49,1,Singapore -> Shanghai,2025,Q3,8,Aug,Friday,5,Medium,Good,Low,Heavy,Medium-Haul,0.93,2.56,275.3,Major Delay,No,115089.95,21.34,281.28,1103345.3,500,57.0,Medium,No,60.2
SC-13989,2025-08-04,Los Angeles,Marseille,Sea,Pharmaceuticals,13124.98,294.26,1.54,1.0,Rain,0.655,22.85,0,Los Angeles -> Marseille,2025,Q3,8,Aug,Monday,3,Low,Good,Low,Medium,Long-Haul,21.79,1.06,4.9,On Time,Yes,11142.32,0.85,37.87,30897.3,8,32.4,Medium,Yes,54.2
SC-13990,2024-03-04,Los Angeles,Singapore,Sea,Pharmaceuticals,1711.11,126.84,1.46,3.9,Clear,0.604,2.1,1,Los Angeles -> Singapore,2024,Q1,3,Mar,Monday,1,Medium,Poor,Low,Light,Short-Haul,21.79,-19.69,-90.4,On Time,Yes,621.81,0.36,4.9,1736.3,8,33.5,Medium,No,72.1
SC-13991,2025-03-21,Los Angeles,Antwerp,Rail,Pharmaceuticals,3561.33,102.65,3.16,0.2,Fog,0.705,3.43,0,Los Angeles -> Antwerp,2025,Q1,3,Mar,Friday,2,Low,Good,Medium,Light,Medium-Haul,11.54,-8.11,-70.3,On Time,Yes,2886.54,0.81,28.12,8042.6,22,21.7,Low,No,58.8
SC-13992,2025-11-09,Busan,Singapore,Road,Perishables,11410.79,170.85,1.82,9.0,Fog,0.598,14.45,1,Busan -> Singapore,2025,Q4,11,Nov,Sunday,2,High,Poor,Low,Medium,Long-Haul,9.3,5.15,55.4,Major Delay,No,27652.18,2.42,161.85,120871.1,62,60.1,High,No,58.4
SC-13993,2024-05-13,Los Angeles,Singapore,Sea,Textiles,1243.76,238.81,2.39,5.3,Storm,0.981,7.62,1,Los Angeles -> Singapore,2024,Q2,5,May,Monday,4,Medium,Excellent,Medium,Medium,Short-Haul,21.79,-14.17,-65.0,On Time,Yes,920.03,0.74,3.85,2376.2,8,45.8,Medium,No,72.1
SC-13994,2024-08-30,Antwerp,Marseille,Rail,Textiles,7641.76,148.74,4.04,8.5,Storm,0.577,23.52,1,Antwerp -> Marseille,2024,Q3,8,Aug,Friday,4,High,Poor,High,Light,Medium-Haul,11.54,11.98,103.8,Major Delay,No,9575.02,1.25,64.37,25006.0,22,70.7,High,No,63.7
SC-13995,2024-10-25,Los Angeles,Shanghai,Rail,Perishables,6910.55,257.95,2.6,0.6,Hurricane,0.957,39.91,1,Los Angeles -> Shanghai,2024,Q4,10,Oct,Friday,5,Low,Excellent,Medium,Medium,Medium-Haul,11.54,28.37,245.8,Major Delay,No,13476.28,1.95,52.24,39216.7,22,33.7,Medium,No,61.6
SC-13996,2024-09-24,Hamburg,Los Angeles,Air,Electronics,5348.82,83.52,4.22,2.3,Rain,0.714,0.5,1,Hamburg -> Los Angeles,2024,Q3,9,Sep,Tuesday,3,Low,Good,High,Light,Medium-Haul,0.93,-0.43,-46.2,On Time,Yes,28586.47,5.34,342.27,223366.7,500,35.8,Medium,No,67.1
SC-13997,2024-11-18,Antwerp,Singapore,Air,Automotive,6221.3,488.88,2.84,2.6,Clear,0.689,0.97,1,Antwerp -> Singapore,2024,Q4,11,Nov,Monday,1,Low,Good,Medium,Heavy,Medium-Haul,0.93,0.04,4.3,On Time,Yes,175736.09,28.25,359.47,1520734.6,500,25.7,Low,No,64.6
SC-13998,2025-02-06,Antwerp,Shanghai,Rail,Textiles,8184.14,54.85,2.52,3.9,Rain,0.616,7.57,1,Antwerp -> Shanghai,2025,Q1,2,Feb,Thursday,3,Medium,Poor,Medium,Light,Medium-Haul,11.54,-3.97,-34.4,On Time,Yes,3372.14,0.41,61.48,9875.8,22,45.1,Medium,No,66.2
SC-13999,2025-12-18,Rotterdam,Singapore,Rail,Automotive,2839.83,466.04,3.68,8.0,Fog,0.818,4.68,1,Rotterdam -> Singapore,2025,Q4,12,Dec,Thursday,2,High,Good,High,Heavy,Short-Haul,11.54,-6.86,-59.4,On Time,Yes,10863.08,3.83,23.31,29116.4,22,49.5,Medium,No,60.5
SC-14000,2024-11-30,Dubai,Busan,Air,Electronics,8793.94,456.88,1.44,3.9,Rain,0.843,1.12,0,Dubai -> Busan,2024,Q4,11,Nov,Saturday,3,Medium,Good,Low,Heavy,Medium-Haul,0.93,0.19,20.4,Minor Delay,No,206835.07,23.52,452.71,2008887.7,500,38.3,Medium,No,58.5
SC-14001,2024-11-21,Hamburg,Antwerp,Road,Perishables,12178.77,263.15,1.5,2.0,Fog,0.734,11.91,0,Hamburg -> Antwerp,2024,Q4,11,Nov,Thursday,2,Low,Good,Low,Medium,Long-Haul,9.3,2.61,28.1,Minor Delay,No,44226.84,3.63,168.07,198700.3,62,28.0,Medium,No,62.0
SC-14002,2025-04-08,Shanghai,Hamburg,Road,Textiles,11522.33,362.73,3.35,0.6,Storm,0.528,21.81,0,Shanghai -> Hamburg,2025,Q2,4,Apr,Tuesday,4,Low,Poor,Medium,Heavy,Long-Haul,9.3,12.51,134.5,Major Delay,No,66955.51,5.81,184.59,259128.7,62,40.6,Medium,No,63.2
SC-14003,2024-10-05,Rotterdam,Antwerp,Rail,Electronics,2731.55,218.59,2.81,0.8,Rain,0.959,2.14,0,Rotterdam -> Antwerp,2024,Q4,10,Oct,Saturday,3,Low,Excellent,Medium,Medium,Short-Haul,11.54,-9.4,-81.5,On Time,Yes,4589.23,1.68,20.99,13136.0,22,22.4,Low,No,59.0
SC-14004,2024-08-27,Shanghai,Busan,Rail,Perishables,2664.12,315.39,3.81,7.6,Hurricane,0.99,19.79,1,Shanghai -> Busan,2024,Q3,8,Aug,Tuesday,5,High,Excellent,High,Medium,Short-Haul,11.54,8.25,71.5,Major Delay,No,6962.2,2.61,22.07,18485.2,22,60.7,High,No,64.4
SC-14005,2024-03-17,Hamburg,Los Angeles,Road,Electronics,4388.53,170.95,4.22,4.4,Storm,0.716,10.07,0,Hamburg -> Los Angeles,2024,Q1,3,Mar,Sunday,4,Medium,Good,High,Medium,Medium-Haul,9.3,0.77,8.3,On Time,Yes,12801.74,2.92,74.89,46513.6,62,50.1,Medium,No,67.1
SC-14006,2024-07-26,Busan,Marseille,Sea,Pharmaceuticals,5735.58,151.28,2.48,7.3,Fog,0.807,16.25,1,Busan -> Marseille,2024,Q3,7,Jul,Friday,2,High,Good,Medium,Light,Medium-Haul,21.79,-5.54,-25.4,On Time,Yes,2707.16,0.47,17.9,6941.4,8,47.0,Medium,Yes,67.7
SC-14007,2024-05-19,Dubai,Hamburg,Sea,Automotive,6422.61,289.54,3.17,6.8,Fog,0.725,18.25,1,Dubai -> Hamburg,2024,Q2,5,May,Sunday,2,High,Good,Medium,Medium,Medium-Haul,21.79,-3.54,-16.2,On Time,Yes,6122.74,0.95,21.15,14876.8,8,47.4,Medium,Yes,61.5
SC-14008,2025-08-21,Los Angeles,Dubai,Road,Textiles,10355.61,249.57,2.85,1.4,Hurricane,0.661,53.56,1,Los Angeles -> Dubai,2025,Q3,8,Aug,Thursday,5,Low,Good,Medium,Medium,Long-Haul,9.3,44.26,475.9,Major Delay,No,39852.21,3.85,159.68,160235.9,62,45.8,Medium,No,66.2
SC-14009,2024-04-21,Singapore,Busan,Air,Automotive,1321.87,290.19,4.44,1.4,Storm,0.539,0.5,0,Singapore -> Busan,2024,Q2,4,Apr,Sunday,4,Low,Poor,High,Medium,Short-Haul,0.93,-0.43,-46.2,On Time,Yes,24925.9,18.86,85.9,191796.7,500,43.4,Medium,No,58.3
SC-14010,2024-06-08,Busan,Marseille,Air,Perishables,1002.75,144.04,3.94,7.6,Storm,0.728,0.5,1,Busan -> Marseille,2024,Q2,6,Jun,Saturday,4,High,Good,High,Light,Short-Haul,0.93,-0.43,-46.2,On Time,Yes,9060.48,9.04,62.9,72218.1,500,62.6,High,No,67.7
SC-14011,2024-04-18,Dubai,Rotterdam,Sea,Automotive,6182.7,184.11,4.21,7.2,Fog,0.909,18.31,1,Dubai -> Rotterdam,2024,Q2,4,Apr,Thursday,2,High,Excellent,High,Medium,Medium-Haul,21.79,-3.48,-16.0,On Time,Yes,4043.8,0.65,21.96,9106.4,8,43.5,Medium,Yes,64.5
SC-14012,2024-06-17,Antwerp,Busan,Road,Perishables,10608.87,42.87,2.04,3.8,Clear,0.509,7.84,1,Antwerp -> Busan,2024,Q2,6,Jun,Monday,1,Medium,Poor,Low,Light,Long-Haul,9.3,-1.46,-15.7,On Time,Yes,6570.98,0.62,153.28,28197.7,62,35.9,Medium,No,58.4
SC-14013,2025-04-05,Busan,Dubai,Rail,Textiles,3304.81,27.09,3.75,0.8,Fog,0.791,3.23,1,Busan -> Dubai,2025,Q2,4,Apr,Saturday,2,Low,Good,High,Light,Medium-Haul,11.54,-8.31,-72.0,On Time,Yes,738.6,0.22,27.26,1969.6,22,21.5,Low,No,57.7
SC-14014,2025-04-22,Busan,Los Angeles,Air,Textiles,9801.81,127.48,2.08,0.1,Hurricane,0.94,3.63,1,Busan -> Los Angeles,2025,Q2,4,Apr,Tuesday,5,Low,Excellent,Low,Light,Long-Haul,0.93,2.7,290.3,Major Delay,No,67924.71,6.93,532.83,624767.4,500,32.2,Low,No,48.3
SC-14015,2024-11-17,Antwerp,Rotterdam,Air,Textiles,4267.51,38.05,1.89,2.9,Hurricane,0.609,1.77,1,Antwerp -> Rotterdam,2024,Q4,11,Nov,Sunday,5,Low,Poor,Low,Light,Medium-Haul,0.93,0.84,90.3,Major Delay,No,8688.08,2.04,228.33,81189.4,500,53.3,Medium,No,55.7
SC-14016,2025-02-20,Antwerp,Hamburg,Road,Automotive,13348.25,52.78,4.32,0.1,Clear,0.592,7.61,0,Antwerp -> Hamburg,2025,Q1,2,Feb,Thursday,1,Low,Poor,High,Light,Long-Haul,9.3,-1.69,-18.2,On Time,Yes,12106.48,0.91,229.38,43680.3,62,18.6,Low,No,62.9
SC-14017,2024-05-03,Dubai,Rotterdam,Road,Perishables,13487.5,406.65,1.26,2.3,Fog,0.886,13.55,0,Dubai -> Rotterdam,2024,Q2,5,May,Friday,2,Low,Excellent,Low,Heavy,Long-Haul,9.3,4.25,45.7,Major Delay,No,74109.16,5.49,182.24,340050.9,62,24.6,Low,No,64.5
SC-14018,2025-07-02,Busan,Antwerp,Road,Electronics,4810.66,20.4,4.39,4.2,Storm,0.628,10.43,0,Busan -> Antwerp,2025,Q3,7,Jul,Wednesday,4,Medium,Poor,High,Light,Medium-Haul,9.3,1.13,12.2,Minor Delay,No,1694.64,0.35,83.07,6084.5,62,52.0,Medium,No,60.0
SC-14019,2025-01-01,Dubai,Hamburg,Air,Automotive,3834.91,329.81,1.69,1.2,Clear,0.596,0.5,0,Dubai -> Hamburg,2025,Q1,1,Jan,Wednesday,1,Low,Poor,Low,Heavy,Medium-Haul,0.93,-0.43,-46.2,On Time,Yes,66534.37,17.35,201.74,632395.8,500,22.9,Low,No,61.5
SC-14020,2024-07-31,Hamburg,Rotterdam,Road,Textiles,6463.91,137.01,3.9,1.0,Hurricane,0.689,31.96,1,Hamburg -> Rotterdam,2024,Q3,7,Jul,Wednesday,5,Low,Good,High,Light,Medium-Haul,9.3,22.66,243.7,Major Delay,No,14772.15,2.29,107.82,54908.5,62,43.3,Medium,No,70.8
SC-14021,2025-04-07,Antwerp,Dubai,Road,Perishables,3987.71,435.9,2.11,9.0,Hurricane,0.696,27.46,1,Antwerp -> Dubai,2025,Q2,4,Apr,Monday,5,High,Good,Low,Heavy,Medium-Haul,9.3,18.16,195.3,Major Delay,No,25260.14,6.33,57.95,107771.1,62,75.1,High,No,60.0
SC-14022,2024-11-11,Singapore,Marseille,Rail,Perishables,10249.57,243.01,2.36,5.9,Clear,0.937,8.17,1,Singapore -> Marseille,2024,Q4,11,Nov,Monday,1,Medium,Excellent,Medium,Medium,Long-Haul,11.54,-3.37,-29.2,On Time,Yes,18471.39,1.8,76.01,54796.5,22,31.5,Medium,No,55.2
SC-14023,2025-04-19,Rotterdam,Antwerp,Road,Textiles,12477.94,153.48,1.92,9.3,Hurricane,0.809,87.25,1,Rotterdam -> Antwerp,2025,Q2,4,Apr,Saturday,5,High,Good,Low,Light,Long-Haul,9.3,77.95,838.2,Major Delay,No,27393.79,2.2,178.48,118737.1,62,72.9,High,No,59.0
SC-14024,2024-09-28,Busan,Hamburg,Air,Automotive,10259.84,259.3,3.13,3.5,Hurricane,0.703,5.6,1,Busan -> Hamburg,2024,Q3,9,Sep,Saturday,5,Medium,Good,Medium,Medium,Long-Haul,0.93,4.67,502.2,Major Delay,No,157188.35,15.32,606.2,1330188.3,500,52.9,Medium,No,65.0
SC-14025,2024-05-02,Los Angeles,Rotterdam,Air,Textiles,12453.08,191.6,2.35,6.8,Clear,0.767,0.5,0,Los Angeles -> Rotterdam,2024,Q2,5,May,Thursday,1,High,Good,Medium,Medium,Long-Haul,0.93,-0.43,-46.2,On Time,Yes,132602.51,10.65,692.08,1193005.1,500,40.2,Medium,No,53.9
SC-14026,2024-04-02,Hamburg,Singapore,Road,Perishables,6256.39,282.59,3.37,2.0,Fog,0.977,6.4,1,Hamburg -> Singapore,2024,Q2,4,Apr,Tuesday,2,Low,Excellent,Medium,Medium,Medium-Haul,9.3,-2.9,-31.2,On Time,Yes,28365.68,4.53,100.38,109615.6,62,20.7,Low,No,56.6
SC-14027,2024-06-10,Shanghai,Busan,Sea,Pharmaceuticals,2766.6,58.15,1.25,6.2,Fog,0.557,7.24,1,Shanghai -> Busan,2024,Q2,6,Jun,Monday,2,Medium,Poor,Low,Light,Short-Haul,21.79,-14.55,-66.8,On Time,Yes,452.47,0.16,7.78,1287.0,8,50.1,Medium,No,64.4
SC-14028,2025-12-03,Dubai,Antwerp,Sea,Textiles,11200.29,498.5,1.41,1.3,Storm,0.604,50.09,0,Dubai -> Antwerp,2025,Q4,12,Dec,Wednesday,4,Low,Poor,Low,Heavy,Long-Haul,21.79,28.3,129.9,Major Delay,No,15926.49,1.42,31.95,44666.8,8,41.1,Medium,Yes,61.8
SC-14029,2024-11-07,Shanghai,Los Angeles,Rail,Pharmaceuticals,5726.88,213.35,1.53,0.0,Storm,0.981,12.02,0,Shanghai -> Los Angeles,2024,Q4,11,Nov,Thursday,4,Low,Excellent,Low,Medium,Medium-Haul,11.54,0.48,4.2,On Time,Yes,8452.62,1.48,39.62,26880.3,22,24.6,Low,No,62.0
SC-14030,2025-12-22,Hamburg,Antwerp,Sea,Electronics,10233.43,174.77,2.58,9.3,Clear,0.979,21.04,0,Hamburg -> Antwerp,2025,Q4,12,Dec,Monday,1,High,Excellent,Medium,Medium,Long-Haul,21.79,-0.75,-3.4,On Time,Yes,5624.82,0.55,32.18,14308.0,8,43.8,Medium,No,62.0
SC-14031,2025-12-14,Shanghai,Rotterdam,Sea,Textiles,4424.34,355.39,3.89,5.5,Rain,0.589,9.45,1,Shanghai -> Rotterdam,2025,Q4,12,Dec,Sunday,3,Medium,Poor,High,Heavy,Medium-Haul,21.79,-12.34,-56.6,On Time,Yes,5460.04,1.23,15.36,12578.9,8,52.3,Medium,Yes,58.0
